attempt,shard,cell,stage,terminal_state,usage_available,input_tokens,cached_input_tokens,output_tokens,reasoning_output_subset,total_tokens,api_equivalent_usd,uncached_sensitivity_usd,events_sha256
original,r4-s0,ec8796883529241b732aa9bb,0,completed,True,2604,2048,314,179,2918,0.0019836000,0.0033660000,079a40ea82ba20de83b14aada22f258c7b9d2fbb81fda99ba09cd0fcd9588264
original,r4-s0,263f960081759b048f9aa90d,0,completed,True,2560,2048,190,56,2750,0.0013926000,0.0027750000,f5a0553c88a0c15442132db4d03b6bba5b4a4ebd85001e43ac1e4944e32f78f5
original,r4-s0,dabfe316824a2db7c2eb6458,0,completed,True,2523,2048,1043,516,3566,0.0052033500,0.0065857500,d70cd243eff361e96b39676a9559ec042adb47f67bb90178d0e2679feef4cd8d
original,r4-s0,dabfe316824a2db7c2eb6458,1,completed,True,3054,2048,366,290,3420,0.0025551000,0.0039375000,cfaf5375782b63728451ba34d7f17b3b1235c610910b035642126123b6c4c1e0
original,r4-s0,dabfe316824a2db7c2eb6458,2,completed,True,3186,2048,298,222,3484,0.0023481000,0.0037305000,ee15a602f33e33d5a321a5a10d4a396246fb344f93635318ef80d3934e6d7242
original,r4-s0,3058875cbc871cd9df82a5ca,0,completed,True,2600,2048,191,125,2791,0.0014271000,0.0028095000,c1e04e7a05c95d96fc638a079436addeaf12b170e4d038d0fdcc1483f41f48c1
original,r4-s0,fc3cbbaaf3f119709228bd1b,0,completed,True,2697,0,609,516,3306,0.0047632500,0.0047632500,c3d3a18bd269a9a8d924888015384d440e05e2dc0c87684cb72849752b160498
original,r4-s0,949443d38cf8db3c17560d33,0,completed,True,2693,2048,410,323,3103,0.0024823500,0.0038647500,533e08b593007c68d54bc07a1997cc185e9cfe7aca2bd215cb37029edd0f6fbd
original,r4-s0,150345f5bbc53e55082cd81a,0,completed,True,2653,2048,271,178,2924,0.0018268500,0.0032092500,04129cac3bd05de870476ac9890c60451ac164690b9b0267b45b0457a2c732dd
original,r4-s0,d34b687c3cd8d96fd9322cec,0,completed,True,2616,2048,710,52,3326,0.0037746000,0.0051570000,86ab3a7a54e07bc195b755a8ae2e09971804bb3c50e2b49a787acd566252ce28
original,r4-s0,d34b687c3cd8d96fd9322cec,1,completed,True,3278,2048,160,67,3438,0.0017961000,0.0031785000,de953761e4688afa24be8b2f236c72a10c2fb8a9585a7dfdc7a3d4e53105a336
original,r4-s0,d34b687c3cd8d96fd9322cec,2,completed,True,3427,2048,341,248,3768,0.0027223500,0.0041047500,700583033cb0e3074595c1f82955596638ed652632684e12d1be8b45cecba00b
original,r4-s0,a9f6f1a27ea9529cd158193e,0,completed,True,2614,2048,1014,348,3628,0.0051411000,0.0065235000,6ef2770cee732792ea61cd58d7c825668c8eabd607e9cf66723e87866f18e8bd
original,r4-s0,a9f6f1a27ea9529cd158193e,1,completed,True,3285,0,158,63,3443,0.0031747500,0.0031747500,8ccf14e186d23350ce4b4660bd50062f6cab1a3d16a461785eddcf1fd3265948
original,r4-s0,a9f6f1a27ea9529cd158193e,2,completed,True,3436,2048,333,238,3769,0.0026931000,0.0040755000,e41911cd9b81776f944834d57f4ae335abd897187634d290ae5c610edc5b34cd
original,r4-s0,a2fee70b2ab902e86cb48b09,0,completed,True,2625,2048,2987,2588,5612,0.0140278500,0.0154102500,2e0cde0410bd3d21e09173013b59cf45ae6d2a7fcf05148cba6ca8ab5cf8ffb0
original,r4-s0,137960a22cdce4e431121001,0,completed,True,2621,2048,2003,1718,4624,0.0095968500,0.0109792500,234fffbe8f30d26e6d43c0ce0e956b6a6d6f63697974eb2cdef655b03bae1638
original,r4-s0,63fae32ae970416fdf445cdc,0,completed,True,2581,2048,1167,1012,3748,0.0058048500,0.0071872500,0f88c06c4cb7e911b999abee1c04e5be2af86eae825fd9dd85f9c66d7bf446de
original,r4-s0,2dc48298c61267f6b2629928,0,completed,True,2542,2048,993,516,3535,0.0049926000,0.0063750000,462ad0bf7844de0f6e2866bf5b995437758399a65bbf8f0edf9d555a9a6563ff
original,r4-s0,2dc48298c61267f6b2629928,1,completed,True,3024,2048,1432,1136,4456,0.0073296000,0.0087120000,2d484463681195c74389ead3e1a12a8bb0bc2e40460a3cd9856375b4a91cf3ba
original,r4-s0,2dc48298c61267f6b2629928,2,completed,True,3376,2048,2624,2342,6000,0.0129576000,0.0143400000,8d5286f98bde7836eab3fbd0f165926938e61debab5db8152f8625215ab3e324
original,r4-s0,61bc153d8ce5730d2473c80d,0,completed,True,2544,2048,1149,516,3693,0.0056961000,0.0070785000,2db3f628238901c9252ba1db98bfeee6cce0910e971e3556b3467074dcb7435b
original,r4-s0,61bc153d8ce5730d2473c80d,1,completed,True,3181,2048,709,516,3890,0.0041938500,0.0055762500,0a8494cfc846eb3851e2b77cb8f3fb797deb8e523b98579458936ab164de1277
original,r4-s0,61bc153d8ce5730d2473c80d,2,completed,True,3430,2048,1752,1546,5182,0.0090741000,0.0104565000,d1dcda15d6408808e23d2e50d4401e1c549013ce046c647fadc0948974ff0533
original,r4-s0,9152ae8b435a61bc3bea5b80,0,completed,True,2666,2048,2287,1922,4953,0.0109086000,0.0122910000,6a04c9d0c12b8010b2b652cb3cd2ec39723ada00c6b19483457403aa51b551e9
original,r4-s0,a97357986c2780c0b035c780,0,completed,True,2589,2048,2376,1715,4965,0.0112513500,0.0126337500,c16727515ee16302ff18b7a937adbba11ba594cebb651591744e6d8a2baaa8bd
original,r4-s0,a97357986c2780c0b035c780,1,completed,True,3255,2048,1546,1034,4801,0.0080158500,0.0093982500,cf87cdabf57976362f753fb4ecfdf637c86aeed39ad330d0949a87c290151d14
original,r4-s0,a97357986c2780c0b035c780,2,completed,True,3823,2048,2061,1544,5884,0.0107593500,0.0121417500,c7bf28e2197adbfa2048cb392283d416ff419682db3126a4fa2813ecbfd763e1
original,r4-s0,55c9e4cbc94a85857f9034c3,0,completed,True,2670,2048,2130,1583,4800,0.0102051000,0.0115875000,1de815ce539932a6d3683feb451f8d732a468871b138b92fbead3712345dd2ee
original,r4-s0,d3355dbb0027e62c1ae9bdfa,0,completed,True,2587,2048,1206,516,3793,0.0059848500,0.0073672500,810f34d9542089b1d905a09ea246cf9218a736982daa6be608f403dd44bc996b
original,r4-s0,d3355dbb0027e62c1ae9bdfa,1,completed,True,3283,2048,1362,844,4645,0.0072088500,0.0085912500,dab0073d3454b0903b25615c5a2db8939038a26ac260ac52aec84410e9ad2354
original,r4-s0,d3355dbb0027e62c1ae9bdfa,2,completed,True,3857,2048,1498,1015,5355,0.0082513500,0.0096337500,5e7d4d1208b94b4e7b89b1a6e85ff7f9dda64cff9eeef22dfe00fcf7e7290d68
original,r4-s0,5f93046e15ae61578bbbb139,0,completed,True,2626,2048,1487,1034,4113,0.0072786000,0.0086610000,12a50566bacc9ede07cf3b50192bf528b40f6c41f7caa1cec7ccbaa64e63499f
original,r4-s0,82dadc84ce364e29da36a67c,0,completed,True,2593,2048,1557,1284,4150,0.0075688500,0.0089512500,14e0f03641d9a9c1ade197c47607f4cbf314f953e155a2d279125b198ac53fbf
original,r4-s0,241824fb726a1873e066bbc6,0,completed,True,2554,2048,889,69,3443,0.0045336000,0.0059160000,6d5b402ced579f4654e4a1126ecf032bcf8fe1b010d2bf7a342c85745315c99b
original,r4-s0,241824fb726a1873e066bbc6,1,completed,True,3380,2048,816,565,4196,0.0048246000,0.0062070000,f2d69ce3a9272d6833d39be3a24245d92276d4125937ad0d0b983825b5c34b58
original,r4-s0,241824fb726a1873e066bbc6,2,completed,True,3687,2048,891,640,4578,0.0053923500,0.0067747500,4ab084ee51ee9369ff0d2fc3fcbc3beb1d577ba2a3c36c0bf7e169ebf590be80
original,r4-s0,262bfbd1a888232f88670527,0,completed,True,2633,2048,4573,4311,7206,0.0211708500,0.0225532500,a6baae071ce375c2e75f6e035d64e4ab3a500f6ad156ac2dcf28df9304c631c9
original,r4-s0,bc79c9925988049ef6fe0356,0,completed,True,2637,2048,2890,2564,5527,0.0136003500,0.0149827500,70f956c81833febf01cfa11f5e42c4ba744d88d208b399ab4806b8325dbafb6f
original,r4-s0,fe849a4a518117c24ae11f49,0,completed,True,2556,2048,1468,516,4024,0.0071406000,0.0085230000,f5e36c7323ce7669e48781281eaad98e912c9a05a8d2074979e437bb3bfcbff7
original,r4-s0,fe849a4a518117c24ae11f49,1,completed,True,3513,2048,2029,1671,5542,0.0103828500,0.0117652500,488f29682df22017150c02c7e885c8c5ebd2551546cadc25d561e83164ecd2fd
original,r4-s0,fe849a4a518117c24ae11f49,2,completed,True,3927,2048,874,516,4801,0.0054958500,0.0068782500,2bf2e676145c3dcafdf8ca46450d210180c5118a4f7d45018248280d7152c6e8
original,r4-s0,7a73115be6fc85d20421a618,0,completed,True,2716,2048,2000,1486,4716,0.0096546000,0.0110370000,5c72b6917f35085356a7220c049681612ea250c4797880d172cfef0f742ee9aa
original,r4-s0,88d23d8079957521398f8bd6,0,completed,True,2639,2048,1128,121,3767,0.0056728500,0.0070552500,e90393181e5da13683500fb4caea9f021c40fb80f1714e9ae571e64454031c6f
original,r4-s0,88d23d8079957521398f8bd6,1,completed,True,3650,2048,1095,727,4745,0.0062826000,0.0076650000,34d7c3dde910d6edac4774b45da5d34fb3463db0492aca3375e16a98ebad6082
original,r4-s0,88d23d8079957521398f8bd6,2,completed,True,4074,2048,879,511,4953,0.0056286000,0.0070110000,4e6c4f7ba131eb2f72ce78b299efe8eb4e2bd11c96536713828f233144fc2097
original,r4-s0,150b705fa7f68b325644012c,0,completed,True,2676,2048,2028,1526,4704,0.0097506000,0.0111330000,c724c709b8715241a6401267337814a5d5ba630c5c2331dff6c754243300f0fc
original,r4-s0,a45350d72057724eb6fd16ca,0,completed,True,2637,0,1454,455,4091,0.0085207500,0.0085207500,29edb74f5cd0d22bf37b6d2d38ffa80705a10828a6d35c081bd58ffd8ecfa66a
original,r4-s0,a45350d72057724eb6fd16ca,1,completed,True,3641,2048,829,516,4470,0.0050788500,0.0064612500,eeca9bf40094ec00861a1d4b15cab0acdbb046d2cd197a51b98da8abe5cf4817
original,r4-s0,a45350d72057724eb6fd16ca,2,completed,True,4010,2048,1076,752,5086,0.0064671000,0.0078495000,c84607a55586c85a78c8a4dd43f31e7903eeaa43f1ddb3b1d2fb57d89a153580
original,r4-s0,db0cf4df38ce92119f0cd036,0,completed,True,2720,2048,1151,516,3871,0.0058371000,0.0072195000,3498567841ed0658823971ccefd42425f1e128c51c0f86ab650a875e2b52667c
original,r4-s0,182f0395324e5f754455e467,0,completed,True,2659,2048,952,792,3611,0.0048958500,0.0062782500,7cbf236bf8d282efa13c004340f8eb021c811fb678568b94777e6934dba70949
original,r4-s0,35abe4e08302b7aab9a66e81,0,completed,True,2655,2048,1403,1171,4058,0.0069223500,0.0083047500,b8eebf5cb335aafad98d6dea8d5439da9c5cb83b3ad8c4207b0fc84c4fae3891
original,r4-s0,5d8eb385d85c3f7c32318c3f,0,completed,True,2615,2048,1024,851,3639,0.0051868500,0.0065692500,c2cdcffa9cc4b0b391f66e5bb149943c08641bf98db28ffca6bf3ad4f919d579
original,r4-s0,66a620146bc68be23c404f68,0,completed,True,2576,2048,1546,1034,4122,0.0075066000,0.0088890000,aaa4cdadc31e35bb7c423dbba3e087fd49301a5f8336ac2c9eb296c98753137e
original,r4-s0,66a620146bc68be23c404f68,1,completed,True,3093,2048,670,507,3763,0.0039523500,0.0053347500,8223e370a262895efb196a39dfe4216e768e2d8b91604b10aae524b6eff412de
original,r4-s0,66a620146bc68be23c404f68,2,completed,True,3312,2048,1797,1634,5109,0.0091881000,0.0105705000,e1090fa372e684612b9c28ce85cc5d7c1224d5d152595182a29474f3e6843247
original,r4-s0,911da17cdd1954df335b0db2,0,completed,True,2578,2048,1972,1387,4550,0.0094251000,0.0108075000,85345dcee0f01af55238b2b422c9baf06a6a103fb969b1b6e06045dd30cca8c5
original,r4-s0,911da17cdd1954df335b0db2,1,completed,True,3167,2048,662,516,3829,0.0039718500,0.0053542500,74ac2e53514db7d51f1ba11cb78e08dcfaf7d6344bbfdebde4c52a0d7f7bec38
original,r4-s0,911da17cdd1954df335b0db2,2,completed,True,3369,2048,1380,1230,4749,0.0073543500,0.0087367500,21a3ce0ed06e3a74c426b11b9ad8653f0d45297a461487461434f3dc23b70a3a
original,r4-s0,ae9f2192327a52b72746f9c7,0,completed,True,2639,2048,718,447,3357,0.0038278500,0.0052102500,117a32b98bf8bb5fd574dca6426959b100ca80a51fb67ff5b2bd8538301f492d
original,r4-s0,59f55f4d2aecf74b62745980,0,completed,True,2679,2048,1588,1034,4267,0.0077728500,0.0091552500,f3f682337937a7f2bf6954ff4e7075be43412f39e8ac41aee1cab0494495f21d
original,r4-s0,eb85263988f52f4e5dcfb0fe,0,completed,True,2602,2048,925,129,3527,0.0047316000,0.0061140000,bd0ff3d55517764491353596656689c907927b71899b76e558140acd14d28c12
original,r4-s0,eb85263988f52f4e5dcfb0fe,1,completed,True,3402,2048,993,516,4395,0.0056376000,0.0070200000,eed7ef01332ed3ba60c38e6780b0ede5daa29b1f33671fc97af171289c021716
original,r4-s0,eb85263988f52f4e5dcfb0fe,2,completed,True,3935,2048,994,516,4929,0.0060418500,0.0074242500,de5703b755001ff3b7c917c4f421eba476e79a5a6f88d36696b0d5904056644f
original,r4-s0,739109218b2644b7e0529e5c,0,completed,True,2683,2048,2330,1762,5013,0.0111148500,0.0124972500,98b78842ca4b7b8210a73275cf9d8bdee643f57230334e2d1fbe8a21aeef378a
original,r4-s0,f792d395a40f70bc82b5e68d,0,completed,True,2600,2048,1128,300,3728,0.0056436000,0.0070260000,65d6fc80016643ff9ce311db13c556269eefd7bd7d9a663ce8c92b07d94da0bb
original,r4-s0,f792d395a40f70bc82b5e68d,1,completed,True,3433,2048,920,516,4353,0.0053323500,0.0067147500,ddf8d690cabf86fc5f2268e6cce177d78250180683a3c01c6061d26b301b5884
original,r4-s0,f792d395a40f70bc82b5e68d,2,completed,True,3893,0,697,288,4590,0.0060562500,0.0060562500,0aa5c64e03424d7ba6760db4dbae8a731d487b814141c8dccd184515d031f1e9
original,r4-s0,8a78977136898a86330c3a7a,0,completed,True,2648,2048,807,515,3455,0.0042351000,0.0056175000,90874f31e5c7b8cb81796ad2128e56c2c2973fe5274d214a6fc1fdc3982d9352
original,r4-s0,b3079526872a60e5b83a9009,0,completed,True,2692,2048,2001,1551,4693,0.0096411000,0.0110235000,d556c3debf0bb2017feb63090903701d7aa2d9deeee26554cbf282c4c7481e13
original,r4-s0,0a392c9fb9012a4cf79e630f,0,completed,True,2611,2048,1044,124,3655,0.0052738500,0.0066562500,18d70f744fb28869ca0016cdf85dbeb65b82876d241190d12b2c7e9bbd76c6de
original,r4-s0,0a392c9fb9012a4cf79e630f,1,completed,True,3535,2048,805,510,4340,0.0048913500,0.0062737500,9f813f806985690895ac3cca69b7eaa6f23b0a85576bcad373efdb5c85d54842
original,r4-s0,0a392c9fb9012a4cf79e630f,2,completed,True,3886,2048,1925,1515,5811,0.0101946000,0.0115770000,f44e18c34bb0fa4b59d38a854cca60f9e76ab58203e7d4aa8ddd36c25d00044e
original,r4-s0,43c40b281a9ce3486dbfeee4,0,completed,True,2609,2048,898,90,3507,0.0046153500,0.0059977500,58e5134fc6b4f7655eae9e514a50cda8c9037427463df13c8681301f5c979966
original,r4-s0,43c40b281a9ce3486dbfeee4,1,completed,True,3422,2048,731,467,4153,0.0044736000,0.0058560000,3a4d83ebbf084c595588e29015041df9c9338846291c87a7734c54606d383613
original,r4-s0,43c40b281a9ce3486dbfeee4,2,completed,True,3742,2048,1680,1289,5422,0.0089841000,0.0103665000,fb62385cdc7a36c4d71bcc2e8dcb64a22a5ccf331af1757983c4f8eae5e57025
original,r4-s0,fee888cc6ca74bf3d113d4f8,0,completed,True,2688,2048,4340,3887,7028,0.0201636000,0.0215460000,1b4425a5d4d789224df5dadcd388ca9be2c9bc2538185bba93ffb6db67ab7720
original,r4-s0,1b5c09af24c2d03f1024cc61,0,completed,True,2626,2048,1167,973,3793,0.0058386000,0.0072210000,179605376983113a5a356034147a26a45bad12687978568bc8010ba7f55ccc8b
original,r4-s0,e3a0b2bdb4986e8f1e542730,0,completed,True,2589,2048,1461,740,4050,0.0071338500,0.0085162500,023fa9e277fdca24ac2f2a86ac0fa535851d6df53479cf804852314eaa798d11
original,r4-s0,e3a0b2bdb4986e8f1e542730,1,completed,True,3314,2048,668,516,3982,0.0041091000,0.0054915000,fec56921e51becfe26d41ef8ca5da55889798580bb621e0eaed5f5858f98f513
original,r4-s0,e3a0b2bdb4986e8f1e542730,2,completed,True,3522,2048,672,516,4194,0.0042831000,0.0056655000,fbd1ffed9c9102ce78e0c36fe9e5abdbe92f6cf006957bcfecb0b1008bfbb8f6
original,r4-s0,3173889d2624ae1aaf1a8944,0,completed,True,2587,2048,942,185,3529,0.0047968500,0.0061792500,c619110ca838f66046d65483943483edc97d306139f5e22c8ccfe3fd66053c8f
original,r4-s0,3173889d2624ae1aaf1a8944,1,completed,True,3349,2048,1181,1034,4530,0.0064438500,0.0078262500,82ade4305697c23aa9eb88714dce2ec9e9e4e060d521a0a271912be31239997d
original,r4-s0,3173889d2624ae1aaf1a8944,2,completed,True,3552,2048,1607,1454,5159,0.0085131000,0.0098955000,18bc7f6f6a0815c88c11337b17092c8241697c1151b9cf7cf067677eccd995fa
original,r4-s0,3a1736629be2146d646f40fd,0,completed,True,2670,2048,2340,2070,5010,0.0111501000,0.0125325000,0a08b8dd3bd45818704529a1045c86e73eb7323e4a86574bb9c26f87eace76de
original,r4-s0,ad4a904840be331ec57becaa,0,completed,True,2666,2048,1100,935,3766,0.0055671000,0.0069495000,daed478025dac07d4b5882fafa9ba008eb3215fa306c677fb083d70c984311ef
original,r4-s0,318029e19d9759295d5f54e2,0,completed,True,2731,2048,728,516,3459,0.0039418500,0.0053242500,62f4bca33e67cc8a7390a4362bc06b021ce47880187c1d6e5ba7a71e83cdcd3a
original,r4-s0,76045dcbc86e3ddb239f095c,0,completed,True,2727,2048,276,196,3003,0.0019048500,0.0032872500,7765f24601889d5d0e72891f2d0cfffcb014419d2bbcc96fa496f6898842e1dc
original,r4-s0,caf93d26825bfc6e3d6648ee,0,completed,True,2687,2048,205,125,2892,0.0015553500,0.0029377500,47a281869f0dc46dd8ac62455ffa3553064303d4335c5ffaa8c5c720685f9811
original,r4-s0,75cf985ff87133142f222625,0,completed,True,2648,2048,810,128,3458,0.0042486000,0.0056310000,1196233c9db196c4f19d6a36d0e072948a5d7cd83cb6e002286e6eb9982003f6
original,r4-s0,75cf985ff87133142f222625,1,completed,True,3335,2048,133,52,3468,0.0017173500,0.0030997500,c32b5790f87023e5f4969a6726a3bbc9c8789b7df054a42b5c5121503558d86f
original,r4-s0,75cf985ff87133142f222625,2,completed,True,3472,2048,263,177,3735,0.0024051000,0.0037875000,f627835877bf432d802f38a6c88889b2e987674f1664eff3b512948d4017133c
original,r4-s0,bca090bf1303f6c28998a288,0,completed,True,2650,2048,800,139,3450,0.0042051000,0.0055875000,da2101ea7289fadc2e5ebdc5eaa05abb4ac572e071f70b4cb86a75c0c185cbdd
original,r4-s0,bca090bf1303f6c28998a288,1,completed,True,3315,2048,140,58,3455,0.0017338500,0.0031162500,942e6e88953c66b6cad841903a372ff48fe618af5cef7c4aef6fc25e2104c4a0
original,r4-s0,bca090bf1303f6c28998a288,2,completed,True,3453,2048,253,171,3706,0.0023458500,0.0037282500,126c69fb266ef9b8e414f2d093bcc2d8f88bba9784271ae76b9a0bc6e752cdb5
original,r4-s0,e177cc6cd3d012922f7cbb85,0,completed,True,2611,2048,540,324,3151,0.0030058500,0.0043882500,7fb341ca864fd37b3a773a7db91c7f56861b6e47c2a8bd889531a2d61fb80edb
original,r4-s0,9fe8ce52a654be476a3b9a5f,0,completed,True,2532,2048,591,117,3123,0.0031761000,0.0045585000,a535cf7fb6a433f5e9922e8f7d164fe30f025719dc8227f7da1e68a2214a934a
original,r4-s0,9fe8ce52a654be476a3b9a5f,1,completed,True,3011,2048,389,242,3400,0.0026263500,0.0040087500,cc399b7e4ce52ad4f27261c8dc2c5e6b368c81b0127b377f9a646e13a3bd78be
original,r4-s0,9fe8ce52a654be476a3b9a5f,2,completed,True,3214,2048,399,252,3613,0.0028236000,0.0042060000,875545e4bdd4394b0f13ecfba3bdc18b2fe9699d38950a8278436875412f38cf
original,r4-s0,6565a9a9bf9dc906ef095ff3,0,completed,True,2534,2048,962,204,3496,0.0048471000,0.0062295000,280632a8a17ae295480ef65704af8bbd55b2a7f1d61152193ced8bf2bcdd3c77
original,r4-s0,6565a9a9bf9dc906ef095ff3,1,completed,True,3296,2048,260,150,3556,0.0022596000,0.0036420000,69c6882cbae01996ed2e1d9f7bfbbea6701b7f2dbdff373a0bb673a31e7a10b9
original,r4-s0,6565a9a9bf9dc906ef095ff3,2,completed,True,3462,2048,374,265,3836,0.0028971000,0.0042795000,0d9b34a5ae563bf0dbe6d46e3e5826532ab623a46a244bee24e673f49421f3ba
original,r4-s0,5837cdc089731ef0ab85a427,0,completed,True,2571,2048,317,161,2888,0.0019723500,0.0033547500,46962e78cb530059a38960273b8a9c35e487307a6aa043943f946b0d12172d32
original,r4-s0,e9b68f276bf32d9b534c2fec,0,completed,True,2615,2048,694,516,3309,0.0037018500,0.0050842500,eb727c288b0a5b72d0a2510ea42461eaea6103b69a84bd64ccd4f42030e9542d
original,r4-s0,7b246ca963bacc02f80ab916,0,completed,True,2814,2048,931,516,3745,0.0049176000,0.0063000000,eaf3dde340eb42d7b3ecdcd784eaafa8aec2aafcb1bb2a147b34d138abddd684
original,r4-s0,39da5cc6224d6433823e823d,0,completed,True,2735,2048,900,257,3635,0.0047188500,0.0061012500,6aa5798face3b7220ddb4669bb9a6c646b468f49f5df8dc5ccd42d63f4fe8217
original,r4-s0,39da5cc6224d6433823e823d,1,completed,True,3383,2048,419,165,3802,0.0030403500,0.0044227500,a2667dbcb0a8280a9b1e064237d59ea8b8a14139de59e93ef3be33c482dc4961
original,r4-s0,39da5cc6224d6433823e823d,2,completed,True,3693,2048,775,516,4468,0.0048748500,0.0062572500,cdda95ccb81b394794cfac9397f603ce40c3b88711bd898d6916bb5777ee8ddf
original,r4-s0,4e96cc750e8067bfd271e97b,0,completed,True,2774,2048,573,217,3347,0.0032766000,0.0046590000,5742bddb3dd06ee569001b4da175bb97b0996a095f858165a0799a29edcac892
original,r4-s0,b04d2b3db810b45cf89b570d,0,completed,True,2818,2048,1905,1552,4723,0.0093036000,0.0106860000,0d7eb47f0b940ecf13c8f6926ed55eec593c5db54ccb9358aef1cfe36aee3033
original,r4-s0,f168c13b65d67bc9d9070679,0,completed,True,2737,2048,923,260,3660,0.0048238500,0.0062062500,f942e26d2a20ff1800e6a4b3b80859f066040a944c2bfd6dd6b8d1cfe24d3ce3
original,r4-s0,f168c13b65d67bc9d9070679,1,completed,True,3404,2048,603,279,4007,0.0038841000,0.0052665000,97a84f70dc69d655125124c43d9f9f5ca1ce15ad33226626272907542d687628
original,r4-s0,f168c13b65d67bc9d9070679,2,completed,True,3784,2048,1695,1358,5479,0.0090831000,0.0104655000,505d6d9cb6b8c67870ad63cc881d7b453638dd58fb27333cb2226b42ef7d873b
original,r4-s0,1c62d684a1bf4c6befcaa88b,0,completed,True,2738,2048,1963,1651,4701,0.0095046000,0.0108870000,a42066b0636a6334f6267fd63bbc3ddca9a44dd4e3fac5ea5bfc3476cbdd4f5e
original,r4-s0,a1227a05a45f3c0470c6d153,0,completed,True,2701,2048,978,89,3679,0.0050443500,0.0064267500,9bdf29454aab7b0436d7d6e63243274a6f11048dc879d9ba4e178506ba071713
original,r4-s0,a1227a05a45f3c0470c6d153,1,completed,True,3594,2048,1848,1584,5442,0.0096291000,0.0110115000,e9186e3bcf72bc591c932504e8bcd8ff947346d707fc3d65c86b4a036a6d3888
original,r4-s0,a1227a05a45f3c0470c6d153,2,completed,True,3914,2048,2559,2295,6473,0.0130686000,0.0144510000,e17ca94372830b6ed5720e203e38592df121ca5a0ec1ab953fe8c50534306359
original,r4-s0,25ca8021e6e02448fe19d036,0,completed,True,2699,2048,1183,108,3882,0.0059653500,0.0073477500,6e6232e12260329fd4a569818f2d1739dcf096047d497a666af817277ad38444
original,r4-s0,25ca8021e6e02448fe19d036,1,completed,True,3779,2048,1111,854,4890,0.0064513500,0.0078337500,926c8ceaab7a385646efafeb15b995aa306e9dfa07e3629661cb504df7712baf
original,r4-s0,25ca8021e6e02448fe19d036,2,completed,True,4092,2048,2417,2164,6509,0.0125631000,0.0139455000,664cf61ded21a7de5c0850e04be747a3d3f27e1a2dd5a190821be8f45d7e5223
original,r4-s0,de503990d3ffba666b9cc83e,0,completed,True,2778,2048,4239,3889,7017,0.0197766000,0.0211590000,b816ceb38511b28f939af204f5bce1a1bacf5f4733d12d33cb33c515329954f7
original,r4-s0,90b6f9fc9215128b04624dd6,0,completed,True,2782,2048,2482,2070,5264,0.0118731000,0.0132555000,8fee4ef60ee96601925438ad9be5e8b0b4dbbdd18b1ac8f65474077e85e29249
